Distance,Time,Corr Dist,Corr Dist (Unstretched),Corr Speed,Damper Vel FL,Damper Vel FR,Damper Vel RL,Damper Vel RR,glat,glong,Oversteer,steered angle,is1st,is2nd,is3rd,is4th,is5th,is6th,is2ndWOT,is3rdWOT,isWOT,LAP_BEACON,G_LAT,ROTY,STEERANGLE,SPEED,THROTTLE,BRAKE,GEAR,G_LON,CLUTCH,RPMS,TC,ABS,SUS_TRAVEL_LF,SUS_TRAVEL_RF,SUS_TRAVEL_LR,SUS_TRAVEL_RR,BRAKE_TEMP_LF,BRAKE_TEMP_RF,BRAKE_TEMP_LR,BRAKE_TEMP_RR,TYRE_PRESS_LF,TYRE_PRESS_RF,TYRE_PRESS_LR,TYRE_PRESS_RR,TYRE_TAIR_LF,TYRE_TAIR_RF,TYRE_TAIR_LR,TYRE_TAIR_RR,WHEEL_SPEED_LF,WHEEL_SPEED_RF,WHEEL_SPEED_LR,WHEEL_SPEED_RR,BUMPSTOPUP_RIDE_LF,BUMPSTOPUP_RIDE_RF,BUMPSTOPUP_RIDE_LR,BUMPSTOPUP_RIDE_RR,BUMPSTOPDN_RIDE_LF,BUMPSTOPDN_RIDE_RF,BUMPSTOPDN_RIDE_LR,BUMPSTOPDN_RIDE_RR,BUMPSTOP_FORCE_LF,BUMPSTOP_FORCE_RF,BUMPSTOP_FORCE_LR,BUMPSTOP_FORCE_RR,EN_ET,EN_TL,EN_TD,EN_TB,EN_TW,EN_W,EN_Dy,EN_AP,EN_GR,TIME,segment_id_x,segmentDescription,segmentStart_m,segmentEnd_m,corner_ids,corner_id,segment_id_y,cornerName,cornerDescription,cornerStart_m,cornerApex_m,cornerEnd_m
1537,29.26,35885.0,35898.0,70.6,-0.0,-0.0,-0.0,-0.0,-0.57,0.1,-0.0,-0.37,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.57,-4.11,-4.04,254.3,100.0,0.0,6.0,0.0,0.0,6435.0,0.0,0.0,22.15,17.06,38.57,35.51,427.47,423.72,510.71,508.74,26.63,26.62,26.73,26.73,82.85,82.69,95.27,94.24,70.65,70.5,71.67,71.88,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-6.0,0.0,-389.0,-89.0,5.0,9.0,3.0,2.0,2.0,1187.0,2.0,2.0,2.0,36.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1538,29.275,35886.0,35899.0,70.7,0.0,-0.0,-0.0,-0.0,-0.57,0.09,-0.0,-0.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.57,-4.11,-3.92,254.4,100.0,0.0,6.0,0.0,0.0,6435.0,0.0,0.0,22.25,16.65,38.23,35.38,427.47,423.72,510.71,508.74,26.63,26.62,26.73,26.73,82.85,82.69,95.27,94.24,70.65,70.48,71.78,71.94,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-6.0,0.0,-339.0,-82.0,5.0,9.0,3.0,2.0,2.0,1187.0,2.0,2.0,2.0,36.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1539,29.29,35887.0,35900.0,70.7,0.0,0.0,-0.0,-0.0,-0.57,0.09,-0.0,-0.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.57,-4.44,-3.88,254.4,100.0,0.0,6.0,0.0,0.0,6436.0,0.0,0.0,22.46,16.9,37.77,35.09,426.88,423.14,510.15,508.18,26.63,26.62,26.73,26.73,82.85,82.69,95.27,94.24,70.67,70.53,71.8,71.89,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-8.0,0.0,-278.0,-69.0,5.0,9.0,3.0,2.0,2.0,1187.0,2.0,2.0,3.0,36.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1540,29.305,35888.0,35901.0,70.7,0.0,0.0,-0.0,-0.0,-0.57,0.08,-0.0,-0.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.57,-4.44,-3.88,254.5,100.0,0.0,6.0,0.0,0.0,6443.0,0.0,0.0,22.44,17.05,37.34,34.62,426.88,423.14,510.15,508.18,26.63,26.62,26.73,26.73,82.85,82.69,95.27,94.24,70.69,70.55,71.83,72.01,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-8.0,0.0,-229.0,-51.0,5.0,9.0,3.0,2.0,2.0,1187.0,2.0,2.0,3.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1541,29.32,35889.0,35902.0,70.7,0.0,0.0,-0.0,-0.0,-0.58,0.08,-0.0,-0.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.57,-4.44,-3.96,254.5,100.0,0.0,6.0,0.0,0.0,6440.0,0.0,0.0,22.35,16.99,37.1,34.44,426.88,423.14,510.15,508.18,26.63,26.62,26.73,26.73,82.85,82.69,95.27,94.24,70.68,70.53,71.79,71.93,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-7.0,0.0,-205.0,-45.0,5.0,9.0,3.0,2.0,2.0,1187.0,2.0,2.0,3.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1542,29.335,35890.0,35903.0,70.7,0.0,0.0,0.0,0.0,-0.6,0.08,-0.0,-0.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.57,-4.44,-3.96,254.6,100.0,0.0,6.0,0.0,0.0,6440.0,0.0,0.0,22.97,17.72,37.16,34.61,426.88,423.14,510.15,508.18,26.63,26.62,26.73,26.73,82.85,82.69,95.27,94.24,70.74,70.54,71.82,71.93,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-13.0,0.0,-211.0,-51.0,5.0,9.0,3.0,2.0,2.0,1187.0,2.0,2.0,3.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1543,29.345,35891.0,35904.0,70.7,0.0,0.0,0.0,0.0,-0.61,0.09,-0.0,-0.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.63,-4.88,-3.96,254.6,100.0,0.0,6.0,0.0,0.0,6440.0,0.0,0.0,23.37,18.22,37.21,34.66,426.29,422.55,509.59,507.62,26.63,26.62,26.73,26.73,82.85,82.68,95.27,94.23,70.77,70.56,71.82,72.01,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-18.0,0.0,-216.0,-52.0,5.0,9.0,3.0,2.0,2.0,1187.0,2.0,2.0,3.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1544,29.36,35892.0,35905.0,70.7,0.0,0.0,0.0,0.0,-0.63,0.09,-0.0,-0.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.63,-4.88,-3.8,254.6,100.0,0.0,6.0,0.0,0.0,6447.0,0.0,0.0,23.52,18.63,37.62,34.81,426.29,422.55,509.59,507.62,26.63,26.62,26.73,26.73,82.85,82.68,95.27,94.23,70.77,70.6,71.72,71.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-20.0,0.0,-261.0,-58.0,5.0,9.0,3.0,2.0,2.0,1186.0,2.0,2.0,3.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1545,29.375,35893.0,35906.0,70.7,0.0,-0.0,0.0,0.0,-0.62,0.09,-0.0,-0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.63,-4.88,-3.56,254.7,100.0,0.0,6.0,0.0,0.0,6448.0,0.0,0.0,23.91,18.76,38.43,35.48,426.29,422.55,509.59,507.62,26.63,26.62,26.73,26.73,82.85,82.68,95.27,94.23,70.78,70.7,71.64,71.89,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-27.0,0.0,-367.0,-88.0,5.0,9.0,3.0,2.0,2.0,1186.0,2.0,2.0,3.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1546,29.39,35894.0,35907.0,70.7,0.0,-0.0,0.0,0.0,-0.61,0.09,-0.0,-0.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.59,-3.18,-3.56,254.7,100.0,0.0,6.0,0.0,0.0,6445.0,0.0,0.0,24.2,17.97,38.89,36.2,425.69,421.97,509.03,507.06,26.63,26.62,26.73,26.73,82.85,82.67,95.27,94.23,70.76,70.6,71.68,71.88,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-33.0,0.0,-439.0,-131.0,4.0,9.0,3.0,2.0,3.0,1186.0,2.0,2.0,3.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1547,29.405,35895.0,35908.0,70.8,0.0,-0.0,0.0,0.0,-0.6,0.1,-0.0,-0.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.59,-3.18,-3.56,254.8,100.0,0.0,6.0,0.0,0.0,6441.0,0.0,0.0,24.56,17.63,39.22,36.69,425.69,421.97,509.03,507.06,26.63,26.62,26.73,26.73,82.85,82.67,95.27,94.23,70.74,70.55,71.73,71.83,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-42.0,0.0,-492.0,-168.0,4.0,9.0,3.0,2.0,3.0,1186.0,2.0,2.0,3.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1548,29.42,35896.0,35909.0,70.8,-0.0,0.0,-0.0,-0.0,-0.58,0.1,-0.0,-0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.59,-3.18,-3.72,254.8,100.0,0.0,6.0,0.0,0.0,6450.0,0.0,0.0,24.86,17.31,39.08,36.62,425.69,421.97,509.03,507.06,26.63,26.62,26.73,26.73,82.85,82.67,95.27,94.23,70.76,70.58,71.86,72.07,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-51.0,0.0,-470.0,-162.0,4.0,9.0,3.0,2.0,3.0,1186.0,2.0,2.0,3.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1549,29.43,35897.0,35910.0,70.8,-0.0,0.0,-0.0,-0.0,-0.57,0.1,-0.0,-0.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.59,-3.18,-3.72,254.8,100.0,0.0,6.0,0.0,0.0,6450.0,0.0,0.0,24.69,17.77,38.85,36.44,425.69,421.97,509.03,507.06,26.63,26.62,26.73,26.73,82.85,82.67,95.27,94.23,70.78,70.57,71.85,71.96,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-46.0,0.0,-434.0,-148.0,4.0,9.0,3.0,2.0,3.0,1186.0,2.0,2.0,3.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1550,29.445,35898.0,35911.0,70.8,-0.0,0.0,-0.0,-0.0,-0.56,0.11,-0.0,-0.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.55,-3.88,-3.8,254.9,100.0,0.0,6.0,0.0,0.0,6448.0,0.0,0.0,24.26,18.6,38.44,36.44,425.1,421.38,508.46,506.5,26.63,26.62,26.73,26.73,82.84,82.67,95.27,94.22,70.8,70.67,71.9,71.99,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-35.0,0.0,-369.0,-149.0,4.0,9.0,3.0,2.0,3.0,1186.0,2.0,2.0,3.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1551,29.46,35899.0,35912.0,70.8,-0.0,-0.0,-0.0,-0.0,-0.55,0.11,-0.0,-0.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.55,-3.88,-3.76,254.9,100.0,0.0,6.0,0.0,0.0,6453.0,0.0,0.0,23.62,18.84,38.09,35.97,425.1,421.38,508.46,506.5,26.63,26.62,26.73,26.73,82.84,82.67,95.27,94.22,70.82,70.78,71.93,72.05,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-320.0,-116.0,4.0,9.0,3.0,2.0,3.0,1186.0,2.0,2.0,3.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1552,29.475,35900.0,35913.0,70.8,-0.1,-0.0,-0.0,-0.0,-0.53,0.1,-0.0,-0.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.55,-3.88,-3.88,255.0,100.0,0.0,6.0,0.0,0.0,6452.0,0.0,0.0,22.86,18.21,37.79,36.22,425.1,421.38,508.46,506.5,26.63,26.62,26.73,26.73,82.84,82.67,95.27,94.22,70.83,70.68,71.91,72.05,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-281.0,-132.0,4.0,9.0,3.0,2.0,3.0,1186.0,2.0,2.0,3.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1553,29.49,35901.0,35914.0,70.8,-0.0,-0.0,-0.0,-0.0,-0.51,0.09,-0.0,-0.37,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.49,-3.58,-4.12,255.0,100.0,0.0,6.0,0.0,0.0,6446.0,0.0,0.0,21.88,17.82,37.62,36.17,424.51,420.8,507.9,505.94,26.63,26.62,26.73,26.73,82.84,82.66,95.26,94.22,70.77,70.68,71.93,72.06,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-260.0,-128.0,4.0,9.0,3.0,2.0,3.0,1186.0,2.0,2.0,3.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1554,29.505,35902.0,35915.0,70.8,-0.0,-0.0,-0.0,-0.1,-0.5,0.08,-0.0,-0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.49,-3.58,-4.48,255.1,100.0,0.0,6.0,0.0,0.0,6464.0,0.0,0.0,21.46,17.48,37.37,34.87,424.51,420.8,507.9,505.94,26.63,26.62,26.73,26.73,82.84,82.66,95.26,94.22,70.76,70.68,72.07,72.34,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-232.0,0.0,4.0,9.0,2.0,2.0,3.0,1186.0,2.0,2.0,3.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1555,29.515,35903.0,35916.0,70.9,0.0,0.0,-0.0,-0.1,-0.51,0.08,-0.0,-0.42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.49,-3.58,-4.48,255.1,100.0,0.0,6.0,0.0,0.0,6464.0,0.0,0.0,21.48,17.35,37.07,33.95,424.51,420.8,507.9,505.94,26.63,26.62,26.73,26.73,82.84,82.66,95.26,94.22,70.8,70.66,72.12,72.23,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-3.0,0.0,-202.0,0.0,4.0,9.0,2.0,2.0,3.0,1186.0,2.0,2.0,3.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1556,29.53,35904.0,35917.0,70.9,0.1,0.0,-0.0,-0.0,-0.56,0.08,-0.0,-0.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.49,-3.58,-4.88,255.1,100.0,0.0,6.0,0.0,0.0,6463.0,0.0,0.0,22.1,17.56,36.52,33.57,424.51,420.8,507.9,505.94,26.63,26.62,26.73,26.73,82.84,82.66,95.26,94.22,70.86,70.68,72.17,72.29,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-5.0,0.0,-154.0,-24.0,4.0,9.0,2.0,1.0,3.0,1186.0,2.0,2.0,4.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1557,29.545,35905.0,35918.0,70.9,0.1,0.0,0.0,0.0,-0.61,0.09,-0.0,-0.46,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.66,-6.01,-5.08,255.1,100.0,0.0,6.0,0.0,0.0,6460.0,0.0,0.0,23.3,18.19,36.24,33.41,423.92,420.21,507.34,505.39,26.63,26.61,26.73,26.73,82.84,82.66,95.26,94.21,70.93,70.75,72.1,72.24,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-17.0,0.0,-133.0,-21.0,4.0,9.0,2.0,1.0,3.0,1186.0,2.0,2.0,4.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1558,29.56,35906.0,35919.0,70.9,0.1,0.0,0.0,0.1,-0.66,0.09,-0.0,-0.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.66,-6.01,-4.96,255.2,100.0,0.0,6.0,0.0,0.0,6459.0,0.0,0.0,24.98,18.48,36.39,33.87,423.92,420.21,507.34,505.39,26.63,26.61,26.73,26.73,82.84,82.66,95.26,94.21,71.01,70.81,71.91,72.09,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-55.0,0.0,-145.0,-30.0,4.0,9.0,2.0,1.0,3.0,1186.0,2.0,2.0,4.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1559,29.575,35907.0,35920.0,70.9,0.1,0.1,0.1,0.1,-0.67,0.09,-0.0,-0.42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.66,-6.01,-4.56,255.2,100.0,0.0,6.0,0.0,0.0,6464.0,0.0,0.0,26.21,19.08,37.56,35.14,423.92,420.21,507.34,505.39,26.63,26.61,26.73,26.73,82.84,82.66,95.26,94.21,71.03,70.79,71.81,71.96,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-110.0,0.0,-253.0,-72.0,4.0,9.0,2.0,1.0,3.0,1186.0,2.0,2.0,4.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1560,29.585,35908.0,35921.0,70.9,0.1,0.1,0.1,0.1,-0.69,0.09,-0.0,-0.38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.72,-5.15,-4.56,255.2,100.0,0.0,6.0,0.0,0.0,6464.0,0.0,0.0,26.78,19.74,38.83,36.48,423.34,419.63,506.78,504.83,26.63,26.61,26.73,26.73,82.83,82.65,95.26,94.21,71.01,70.79,71.76,71.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-145.0,0.0,-430.0,-151.0,4.0,10.0,2.0,1.0,3.0,1186.0,2.0,2.0,4.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1561,29.6,35909.0,35922.0,70.9,0.0,0.1,0.1,0.1,-0.7,0.09,-0.0,-0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.72,-5.15,-3.88,255.3,100.0,0.0,6.0,0.0,0.0,6471.0,0.0,0.0,27.52,20.91,40.75,37.99,423.34,419.63,506.78,504.83,26.63,26.61,26.73,26.73,82.83,82.65,95.26,94.21,71.04,70.85,71.74,72.02,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-204.0,-1.0,-732.0,-305.0,4.0,10.0,2.0,1.0,3.0,1186.0,2.0,2.0,4.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1562,29.615,35910.0,35923.0,70.9,-0.0,0.0,0.1,0.1,-0.7,0.09,-0.0,-0.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.72,-5.15,-3.12,255.3,100.0,0.0,6.0,0.0,0.0,6472.0,0.0,0.0,27.58,21.63,42.23,39.45,423.34,419.63,506.78,504.83,26.63,26.61,26.73,26.73,82.83,82.65,95.26,94.21,71.02,70.85,71.73,71.92,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-210.0,-3.0,-966.0,-528.0,4.0,10.0,2.0,1.0,3.0,1186.0,2.0,2.0,4.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1563,29.63,35911.0,35924.0,70.9,-0.0,0.0,0.0,0.1,-0.65,0.09,-0.0,-0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.72,-5.15,-2.32,255.4,100.0,0.0,6.0,0.0,0.0,6470.0,0.0,0.0,27.42,22.25,43.42,40.83,423.34,419.63,506.78,504.83,26.63,26.61,26.73,26.73,82.83,82.65,95.26,94.21,70.98,70.86,71.7,71.89,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-196.0,-6.0,-1153.0,-745.0,4.0,10.0,2.0,1.0,3.0,1186.0,2.0,1.0,4.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1564,29.645,35912.0,35925.0,71.0,-0.0,-0.0,0.0,0.0,-0.61,0.1,-0.0,-0.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.56,-2.44,-1.8,255.4,100.0,0.0,6.0,0.0,0.0,6467.0,0.0,0.0,27.1,22.18,43.64,41.33,422.75,419.05,506.22,504.27,26.63,26.61,26.73,26.73,82.83,82.64,95.26,94.21,70.96,70.86,71.77,72.03,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-169.0,-6.0,-1189.0,-824.0,4.0,10.0,2.0,1.0,4.0,1186.0,2.0,1.0,4.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1565,29.66,35913.0,35926.0,71.0,-0.0,-0.0,-0.0,-0.0,-0.56,0.1,-0.0,-0.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.56,-2.44,-1.76,255.5,100.0,0.0,6.0,0.0,0.0,6459.0,0.0,0.0,26.67,21.71,43.49,41.18,422.75,419.05,506.22,504.27,26.63,26.61,26.73,26.73,82.83,82.64,95.26,94.21,70.92,70.77,71.86,72.07,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-138.0,-3.0,-1165.0,-801.0,4.0,10.0,2.0,1.0,4.0,1186.0,2.0,1.0,4.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1566,29.67,35914.0,35927.0,71.0,-0.0,-0.0,-0.1,-0.1,-0.54,0.09,-0.0,-0.18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.56,-2.44,-2.08,255.5,100.0,0.0,6.0,0.0,0.0,6459.0,0.0,0.0,26.32,21.54,43.13,40.88,422.75,419.05,506.22,504.27,26.63,26.61,26.73,26.73,82.83,82.64,95.26,94.21,70.94,70.86,71.96,72.13,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-116.0,-3.0,-1108.0,-753.0,4.0,10.0,2.0,1.0,4.0,1186.0,2.0,1.0,4.0,37.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
