Distance,Time,Corr Dist,Corr Dist (Unstretched),Corr Speed,Damper Vel FL,Damper Vel FR,Damper Vel RL,Damper Vel RR,glat,glong,Oversteer,steered angle,is1st,is2nd,is3rd,is4th,is5th,is6th,is2ndWOT,is3rdWOT,isWOT,LAP_BEACON,G_LAT,ROTY,STEERANGLE,SPEED,THROTTLE,BRAKE,GEAR,G_LON,CLUTCH,RPMS,TC,ABS,SUS_TRAVEL_LF,SUS_TRAVEL_RF,SUS_TRAVEL_LR,SUS_TRAVEL_RR,BRAKE_TEMP_LF,BRAKE_TEMP_RF,BRAKE_TEMP_LR,BRAKE_TEMP_RR,TYRE_PRESS_LF,TYRE_PRESS_RF,TYRE_PRESS_LR,TYRE_PRESS_RR,TYRE_TAIR_LF,TYRE_TAIR_RF,TYRE_TAIR_LR,TYRE_TAIR_RR,WHEEL_SPEED_LF,WHEEL_SPEED_RF,WHEEL_SPEED_LR,WHEEL_SPEED_RR,BUMPSTOPUP_RIDE_LF,BUMPSTOPUP_RIDE_RF,BUMPSTOPUP_RIDE_LR,BUMPSTOPUP_RIDE_RR,BUMPSTOPDN_RIDE_LF,BUMPSTOPDN_RIDE_RF,BUMPSTOPDN_RIDE_LR,BUMPSTOPDN_RIDE_RR,BUMPSTOP_FORCE_LF,BUMPSTOP_FORCE_RF,BUMPSTOP_FORCE_LR,BUMPSTOP_FORCE_RR,EN_ET,EN_TL,EN_TD,EN_TB,EN_TW,EN_W,EN_Dy,EN_AP,EN_GR,TIME,segment_id_x,segmentDescription,segmentStart_m,segmentEnd_m,corner_ids,corner_id,segment_id_y,cornerName,cornerDescription,cornerStart_m,cornerApex_m,cornerEnd_m
35,0.735,34383.0,34396.0,49.4,0.0,0.0,0.0,0.0,-0.08,0.36,-0.0,-0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.08,-0.65,-1.12,177.9,100.0,0.0,3.0,0.0,0.0,7021.0,0.0,0.0,14.14,12.83,30.72,30.03,565.39,559.34,640.31,637.4,26.78,26.88,26.77,26.86,84.41,85.43,95.72,95.59,49.31,49.27,50.63,50.65,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,3.0,1185.0,3.0,0.0,9.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
36,0.755,34384.0,34397.0,49.5,0.0,0.1,-0.0,-0.0,-0.09,0.35,-0.0,-0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.09,-0.74,-1.04,178.1,100.0,0.0,3.0,0.0,0.0,7043.0,0.0,0.0,14.85,13.92,30.6,30.14,564.77,558.72,639.73,636.82,26.78,26.88,26.77,26.86,84.41,85.42,95.72,95.59,49.43,49.38,50.86,50.87,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,4.0,1185.0,3.0,0.0,9.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
37,0.775,34385.0,34398.0,49.5,0.0,0.0,0.0,0.0,-0.08,0.36,-0.0,-0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.09,-0.74,-0.92,178.3,100.0,0.0,3.0,0.0,0.0,7071.0,0.0,0.0,15.57,15.0,30.26,29.73,564.77,558.72,639.73,636.82,26.78,26.88,26.77,26.86,84.41,85.42,95.72,95.59,49.52,49.51,50.83,50.86,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,4.0,1185.0,3.0,0.0,9.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
38,0.795,34386.0,34399.0,49.6,0.0,-0.0,0.0,0.0,-0.06,0.37,-0.0,-0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.05,-0.52,-0.88,178.5,100.0,0.0,3.0,0.0,0.0,7070.0,0.0,0.0,16.24,15.08,30.98,30.25,564.14,558.1,639.14,636.23,26.78,26.88,26.77,26.86,84.4,85.42,95.72,95.59,49.62,49.55,50.78,50.82,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,4.0,1186.0,3.0,0.0,9.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
39,0.815,34387.0,34400.0,49.7,-0.0,-0.0,0.0,0.1,-0.05,0.39,-0.0,-0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.05,-0.52,-0.88,178.7,100.0,0.0,3.0,0.0,0.0,7057.0,0.0,0.0,16.38,14.75,31.89,31.34,564.14,558.1,639.14,636.23,26.78,26.88,26.77,26.86,84.4,85.42,95.72,95.59,49.65,49.61,50.71,50.77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-2.0,1.0,-1.0,0.0,-1.0,4.0,1186.0,3.0,0.0,8.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
40,0.835,34388.0,34401.0,49.7,0.0,0.0,0.0,0.0,-0.06,0.38,-0.0,-0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.05,-0.52,-0.88,179.0,100.0,0.0,3.0,0.0,0.0,7052.0,0.0,0.0,16.08,14.62,32.82,32.42,564.14,558.1,639.14,636.23,26.78,26.88,26.77,26.86,84.4,85.42,95.72,95.59,49.68,49.66,50.9,50.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,-1.0,0.0,-1.0,4.0,1186.0,3.0,0.0,8.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
41,0.855,34389.0,34402.0,49.8,-0.0,0.0,0.0,0.0,-0.06,0.36,-0.0,-0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.07,-0.42,-0.92,179.4,100.0,0.0,3.0,0.0,0.0,7090.0,0.0,0.0,16.5,15.2,33.37,32.85,563.52,557.49,638.55,635.65,26.78,26.88,26.77,26.86,84.4,85.42,95.71,95.59,49.78,49.76,50.97,51.02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,1.0,-1.0,0.0,-1.0,4.0,1186.0,3.0,-1.0,8.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
42,0.875,34390.0,34403.0,49.9,-0.0,-0.0,-0.0,-0.0,-0.06,0.36,-0.0,-0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.07,-0.42,-1.0,179.6,100.0,0.0,3.0,0.0,0.0,7107.0,0.0,0.0,15.93,14.76,33.15,32.67,563.52,557.49,638.55,635.65,26.78,26.88,26.77,26.86,84.4,85.42,95.71,95.59,49.81,49.79,51.17,51.16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,1.0,-1.0,0.0,-1.0,4.0,1186.0,3.0,-1.0,8.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
43,0.895,34391.0,34404.0,50.0,-0.0,-0.0,-0.0,-0.0,-0.05,0.35,-0.0,-0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.05,-0.41,-1.12,179.8,100.0,0.0,3.0,0.0,0.0,7113.0,0.0,0.0,15.84,14.34,32.68,32.3,562.89,556.87,637.96,635.06,26.78,26.88,26.77,26.86,84.4,85.42,95.71,95.59,49.89,49.86,51.22,51.22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,-1.0,0.0,-1.0,4.0,1186.0,3.0,-1.0,8.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
44,0.915,34392.0,34405.0,50.0,-0.0,0.0,-0.0,-0.0,-0.05,0.35,-0.0,-0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.05,-0.41,-1.12,180.0,100.0,0.0,3.0,0.0,0.0,7110.0,0.0,0.0,15.62,14.5,32.17,32.6,562.89,556.87,637.96,635.06,26.78,26.88,26.77,26.86,84.4,85.42,95.71,95.59,49.95,49.95,51.42,51.39,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-1.0,0.0,-1.0,4.0,1186.0,3.0,-1.0,7.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
45,0.935,34393.0,34406.0,50.1,-0.0,-0.0,-0.0,-0.0,-0.07,0.35,-0.0,-0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.05,-0.41,-1.12,180.4,100.0,0.0,3.0,0.0,0.0,7148.0,0.0,0.0,15.2,14.64,31.76,31.39,562.89,556.87,637.96,635.06,26.78,26.88,26.77,26.86,84.4,85.42,95.71,95.59,50.01,50.03,51.44,51.46,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,4.0,1186.0,3.0,-1.0,7.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
46,0.955,34394.0,34407.0,50.2,0.0,-0.0,-0.0,-0.0,-0.08,0.36,-0.0,-0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.08,-0.52,-1.12,180.6,100.0,0.0,3.0,0.0,0.0,7149.0,0.0,0.0,15.6,14.19,31.58,31.06,562.26,556.25,637.37,634.48,26.78,26.88,26.77,26.86,84.39,85.42,95.71,95.59,50.16,50.09,51.45,51.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,-1.0,5.0,1187.0,3.0,0.0,7.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
47,0.975,34395.0,34408.0,50.2,-0.0,-0.0,-0.0,0.0,-0.08,0.36,-0.0,-0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.08,-0.52,-1.12,180.9,100.0,0.0,3.0,0.0,0.0,7141.0,0.0,0.0,15.26,13.65,31.61,31.42,562.26,556.25,637.37,634.48,26.78,26.88,26.77,26.86,84.39,85.42,95.71,95.59,50.18,50.15,51.55,51.52,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,-1.0,0.0,-1.0,5.0,1187.0,3.0,0.0,7.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
48,0.995,34396.0,34409.0,50.3,-0.0,-0.0,0.0,0.0,-0.07,0.37,-0.0,-0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.5,-1.12,181.1,100.0,0.0,3.0,0.0,0.0,7145.0,0.0,0.0,14.72,13.34,31.46,31.97,561.63,555.63,636.78,633.89,26.78,26.88,26.77,26.86,84.39,85.42,95.71,95.59,50.21,50.21,51.48,51.51,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-1.0,0.0,-1.0,5.0,1187.0,3.0,0.0,7.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
49,1.015,34397.0,34410.0,50.4,-0.0,-0.0,0.0,-0.0,-0.06,0.37,-0.0,-0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.5,-1.08,181.3,100.0,0.0,3.0,0.0,0.0,7155.0,0.0,0.0,14.49,13.53,31.83,32.16,561.63,555.63,636.78,633.89,26.78,26.88,26.77,26.86,84.39,85.42,95.71,95.59,50.33,50.31,51.57,51.62,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,1.0,-1.0,0.0,-1.0,5.0,1187.0,2.0,0.0,7.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
50,1.035,34398.0,34411.0,50.4,-0.0,-0.0,-0.0,-0.0,-0.06,0.35,-0.0,-0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.5,-1.0,181.7,100.0,0.0,3.0,0.0,0.0,7182.0,0.0,0.0,13.94,12.99,31.92,31.75,561.63,555.63,636.78,633.89,26.78,26.88,26.77,26.86,84.39,85.42,95.71,95.59,50.33,50.32,51.71,51.74,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,1.0,-1.0,-1.0,-1.0,5.0,1187.0,2.0,0.0,7.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
51,1.055,34399.0,34412.0,50.5,0.0,0.0,-0.0,-0.0,-0.07,0.34,-0.0,-0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.07,-0.5,-0.96,181.9,100.0,0.0,3.0,0.0,0.0,7186.0,0.0,0.0,14.12,12.98,31.51,31.33,561.0,555.01,636.19,633.3,26.78,26.88,26.77,26.86,84.38,85.41,95.7,95.59,50.42,50.39,51.79,51.79,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,-1.0,5.0,1187.0,2.0,0.0,6.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
52,1.075,34400.0,34413.0,50.6,0.0,0.0,-0.0,-0.0,-0.07,0.34,-0.0,-0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.07,-0.5,-0.92,182.1,100.0,0.0,3.0,0.0,0.0,7202.0,0.0,0.0,14.96,13.73,30.72,30.91,561.0,555.01,636.19,633.3,26.78,26.88,26.77,26.86,84.38,85.41,95.7,95.59,50.52,50.5,52.09,52.07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,5.0,1188.0,2.0,0.0,6.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
53,1.095,34401.0,34414.0,50.6,-0.0,-0.0,-0.0,-0.0,-0.06,0.35,-0.0,-0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.45,-0.92,182.3,100.0,0.0,3.0,0.0,0.0,7222.0,0.0,0.0,15.35,14.19,30.15,30.59,560.37,554.39,635.59,632.71,26.78,26.88,26.77,26.86,84.38,85.41,95.7,95.59,50.63,50.63,52.03,52.03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,5.0,1188.0,2.0,0.0,6.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
54,1.115,34402.0,34415.0,50.7,-0.0,-0.0,0.0,0.0,-0.06,0.35,-0.0,-0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.45,-0.92,182.5,100.0,0.0,3.0,0.0,0.0,7222.0,0.0,0.0,14.91,13.65,30.25,30.68,560.37,554.39,635.59,632.71,26.78,26.88,26.77,26.86,84.38,85.41,95.7,95.59,50.66,50.63,51.92,51.96,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,5.0,1188.0,2.0,0.0,6.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
55,1.135,34403.0,34416.0,50.8,-0.0,-0.0,0.0,0.0,-0.06,0.35,-0.0,-0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.45,-0.88,182.9,100.0,0.0,3.0,0.0,0.0,7203.0,0.0,0.0,14.44,13.34,31.08,31.32,560.37,554.39,635.59,632.71,26.78,26.88,26.77,26.86,84.38,85.41,95.7,95.59,50.7,50.69,51.96,51.98,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,1.0,-1.0,-1.0,0.0,5.0,1188.0,2.0,1.0,6.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
56,1.155,34404.0,34417.0,50.8,-0.0,0.0,-0.0,0.0,-0.06,0.36,-0.0,-0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.38,-0.84,183.1,100.0,0.0,3.0,0.0,0.0,7224.0,0.0,0.0,14.55,13.15,31.17,31.77,559.74,553.77,635.0,632.13,26.78,26.88,26.77,26.86,84.37,85.41,95.7,95.59,50.78,50.75,52.16,52.15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,1.0,-1.0,-1.0,0.0,5.0,1188.0,2.0,1.0,7.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
57,1.175,34405.0,34418.0,50.9,-0.0,-0.0,-0.0,-0.0,-0.06,0.35,-0.0,-0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.38,-0.8,183.3,100.0,0.0,3.0,0.0,0.0,7246.0,0.0,0.0,14.37,13.32,31.03,31.73,559.74,553.77,635.0,632.13,26.78,26.88,26.77,26.86,84.37,85.41,95.7,95.59,50.83,50.85,52.2,52.17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,1.0,-1.0,-1.0,0.0,5.0,1188.0,2.0,1.0,7.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
58,1.195,34406.0,34419.0,51.0,-0.0,-0.0,-0.0,-0.0,-0.06,0.34,-0.0,-0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.33,-0.8,183.5,100.0,0.0,3.0,0.0,0.0,7255.0,0.0,0.0,14.07,12.8,30.63,31.38,559.11,553.15,634.41,631.54,26.78,26.88,26.77,26.86,84.37,85.41,95.69,95.59,50.91,50.86,52.29,52.32,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,0.0,5.0,1188.0,2.0,1.0,7.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
59,1.215,34407.0,34420.0,51.0,-0.0,-0.0,-0.0,-0.0,-0.06,0.33,-0.0,-0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.33,-0.8,183.7,100.0,0.0,3.0,0.0,0.0,7255.0,0.0,0.0,13.37,12.23,30.37,30.92,559.11,553.15,634.41,631.54,26.78,26.88,26.77,26.86,84.37,85.41,95.69,95.59,50.94,50.91,52.39,52.39,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,5.0,1188.0,1.0,1.0,7.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
60,1.235,34408.0,34421.0,51.1,-0.0,0.0,-0.0,-0.0,-0.04,0.32,-0.0,-0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.33,-0.68,184.1,100.0,0.0,3.0,0.0,0.0,7286.0,0.0,0.0,13.48,12.54,29.79,30.13,559.11,553.15,634.41,631.54,26.78,26.88,26.77,26.86,84.37,85.41,95.69,95.59,51.04,51.0,52.59,52.63,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,4.0,1188.0,1.0,1.0,7.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
61,1.255,34409.0,34422.0,51.2,0.0,0.0,-0.0,-0.0,-0.02,0.31,-0.0,-0.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.02,-0.45,-0.64,184.3,100.0,0.0,3.0,0.0,0.0,7302.0,0.0,0.0,13.34,13.1,29.31,29.44,558.48,552.52,633.81,630.95,26.78,26.88,26.77,26.86,84.36,85.4,95.69,95.59,51.1,51.1,52.65,52.69,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,4.0,1189.0,1.0,2.0,7.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
62,1.275,34410.0,34423.0,51.2,0.0,0.0,-0.0,-0.0,-0.02,0.2,-0.0,-0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.02,-0.45,-0.88,184.5,100.0,0.0,3.0,0.0,0.0,7307.0,0.0,0.0,14.03,13.63,28.83,28.95,558.48,552.52,633.81,630.95,26.78,26.88,26.77,26.86,84.36,85.4,95.69,95.59,51.22,51.19,52.61,52.66,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,4.0,1189.0,1.0,2.0,7.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
63,1.29,34411.0,34424.0,51.3,0.0,0.0,0.0,0.0,-0.02,0.09,-0.0,-0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.03,-0.47,-1.0,184.7,100.0,0.0,4.0,0.0,0.0,7216.0,0.0,0.0,14.43,14.2,29.17,29.1,557.85,551.9,633.22,630.36,26.78,26.88,26.77,26.86,84.36,85.4,95.69,95.58,51.28,51.27,52.64,52.62,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-2.0,0.0,4.0,1189.0,1.0,2.0,7.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
64,1.31,34412.0,34425.0,51.3,0.0,0.0,0.0,0.0,-0.03,-0.06,-0.0,-0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.03,-0.47,-1.04,184.7,100.0,0.0,4.0,0.0,0.0,6979.0,0.0,0.0,15.06,14.35,29.97,29.83,557.85,551.9,633.22,630.36,26.78,26.88,26.77,26.86,84.36,85.4,95.69,95.58,51.32,51.29,51.39,51.43,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-2.0,0.0,4.0,1189.0,1.0,2.0,8.0,9.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
65,1.33,34413.0,34426.0,51.3,0.0,0.0,0.0,0.0,-0.05,-0.09,-0.0,-0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.03,-0.47,-1.04,184.6,100.0,0.0,4.0,0.0,0.0,6703.0,0.0,0.0,15.56,14.97,31.17,30.66,557.85,551.9,633.22,630.36,26.78,26.88,26.77,26.86,84.36,85.4,95.69,95.58,51.24,51.24,51.22,51.21,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,1.0,-1.0,-2.0,0.0,4.0,1189.0,1.0,2.0,8.0,9.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
66,1.35,34414.0,34427.0,51.2,0.0,0.0,0.0,0.0,-0.07,-0.13,-0.0,-0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.09,-0.61,-0.92,184.5,100.0,0.0,4.0,0.0,0.0,6427.0,0.0,0.0,16.26,15.73,31.69,31.35,557.22,551.28,632.63,629.77,26.78,26.88,26.77,26.86,84.35,85.4,95.69,95.58,51.2,51.2,51.19,51.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.0,1.0,-1.0,-2.0,0.0,4.0,1189.0,0.0,2.0,8.0,9.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
67,1.37,34415.0,34428.0,51.2,0.0,0.0,-0.0,0.0,-0.08,-0.03,-0.0,-0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.09,-0.61,-0.72,184.4,100.0,0.0,4.0,0.0,0.0,6599.0,0.0,0.0,17.37,16.52,31.87,31.45,557.22,551.28,632.63,629.77,26.78,26.88,26.77,26.86,84.35,85.4,95.69,95.58,51.2,51.18,51.74,51.74,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,-1.0,-2.0,0.0,4.0,1189.0,0.0,3.0,8.0,9.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
68,1.39,34416.0,34429.0,51.3,0.0,0.0,-0.0,-0.0,-0.07,0.21,-0.0,-0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07,-0.62,-0.56,184.5,100.0,0.0,4.0,0.0,0.0,6354.0,0.0,0.0,18.08,17.37,31.53,31.4,556.59,550.67,632.04,629.19,26.78,26.88,26.77,26.86,84.35,85.4,95.68,95.58,51.22,51.22,52.41,52.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,-1.0,-2.0,0.0,3.0,1188.0,0.0,3.0,9.0,9.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
69,1.41,34417.0,34430.0,51.3,-0.0,-0.0,0.0,-0.0,-0.07,0.45,-0.0,-0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07,-0.62,-0.4,184.8,100.0,0.0,4.0,0.0,0.0,5941.0,0.0,0.0,17.8,17.4,31.26,30.91,556.59,550.67,632.04,629.19,26.78,26.88,26.77,26.86,84.35,85.4,95.68,95.58,51.29,51.3,52.95,53.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-2.0,0.0,3.0,1188.0,0.0,3.0,9.0,9.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
