"Time","Distance","Corr Dist","Corr Dist (Unstretched)","Corr Speed","Damper Vel FL","Damper Vel FR","Damper Vel RL","Damper Vel RR","glat","glong","Oversteer","steered angle","is1st","is2nd","is3rd","is4th","is5th","is6th","is2ndWOT","is3rdWOT","isWOT","LAP_BEACON","G_LAT","ROTY","STEERANGLE","SPEED","THROTTLE","BRAKE","GEAR","G_LON","CLUTCH","RPMS","TC","ABS","SUS_TRAVEL_LF","SUS_TRAVEL_RF","SUS_TRAVEL_LR","SUS_TRAVEL_RR","BRAKE_TEMP_LF","BRAKE_TEMP_RF","BRAKE_TEMP_LR","BRAKE_TEMP_RR","TYRE_PRESS_LF","TYRE_PRESS_RF","TYRE_PRESS_LR","TYRE_PRESS_RR","TYRE_TAIR_LF","TYRE_TAIR_RF","TYRE_TAIR_LR","TYRE_TAIR_RR","WHEEL_SPEED_LF","WHEEL_SPEED_RF","WHEEL_SPEED_LR","WHEEL_SPEED_RR","BUMPSTOPUP_RIDE_LF","BUMPSTOPUP_RIDE_RF","BUMPSTOPUP_RIDE_LR","BUMPSTOPUP_RIDE_RR","BUMPSTOPDN_RIDE_LF","BUMPSTOPDN_RIDE_RF","BUMPSTOPDN_RIDE_LR","BUMPSTOPDN_RIDE_RR","BUMPSTOP_FORCE_LF","BUMPSTOP_FORCE_RF","BUMPSTOP_FORCE_LR","BUMPSTOP_FORCE_RR","EN_ET","EN_TL","EN_TD","EN_TB","EN_TW","EN_W","EN_Dy","EN_AP","EN_GR","TIME"
"s","m","m","m","m/s","m/s","m/s","m/s","m/s","G","G","rad","deg","","","","","","","","","","..","m/s2","deg/s","deg","km/h","%","%","no","m/s2","%","1/min","..","..","mm","mm","mm","mm","C","C","C","C","..","..","..","..","C","C","C","C","m/s","m/s","m/s","m/s","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."


"89.870","4590","38938","38951","38.4","0.0","-0.0","0.0","-0.0","1.60","-0.21","-0.08","6.29","0","0","1","0","0","0","0","0","0.00","0","1.60","22.12","69.48","138.3","0","0","3","-0","0","5299","0","0","7.59","23.63","15.10","28.82","655.66","646.61","732.63","727.92","26.69","26.73","26.67","26.75","83.39","83.90","94.65","94.43","37.77","38.47","38.02","38.36","0","1","0","1","0","0","0","0","0","-22","0","0","-2","3","-0","1","4","1187","1","0","7","97"
"89.875","4590","38938","38951","38.4","0.0","-0.0","-0.0","-0.0","1.60","-0.21","-0.08","6.31","0","0","1","0","0","0","0","0","0.00","0","1.60","22.12","69.48","138.3","0","0","3","-0","0","5299","0","0","7.63","23.59","15.11","28.80","655.66","646.61","732.63","727.92","26.69","26.73","26.67","26.75","83.39","83.90","94.65","94.43","37.76","38.46","38.02","38.35","0","1","0","1","0","0","0","0","0","-21","0","0","-2","3","-0","1","4","1187","1","0","7","97"
"89.880","4591","38939","38951","38.4","0.0","-0.0","-0.0","-0.0","1.60","-0.21","-0.08","6.33","0","0","1","0","0","0","0","0","0.00","0","1.60","22.12","69.48","138.3","0","0","3","-0","0","5299","0","0","7.70","23.51","15.04","28.79","655.66","646.61","732.63","727.92","26.69","26.73","26.67","26.75","83.39","83.90","94.65","94.43","37.74","38.44","38.00","38.34","0","1","0","1","0","0","0","0","0","-20","0","0","-3","3","-0","1","4","1187","1","0","7","97"
"89.885","4591","38939","38951","38.4","0.0","-0.0","-0.0","-0.0","1.60","-0.21","-0.08","6.35","0","0","1","0","0","0","0","0","0.00","0","1.59","23.33","69.48","138.3","0","0","3","-0","0","5299","0","0","7.79","23.47","14.94","28.78","655.04","646.00","732.02","727.32","26.69","26.74","26.67","26.75","83.39","83.91","94.66","94.43","37.72","38.43","37.99","38.33","0","1","0","1","0","0","0","0","0","-19","0","0","-3","3","-0","1","4","1187","1","0","7","97"
"89.890","4591","38939","38952","38.4","0.0","0.0","-0.0","-0.0","1.59","-0.21","-0.08","6.37","0","0","1","0","0","0","0","0","0.00","0","1.59","23.33","70.24","138.1","0","0","3","-0","0","5285","0","0","7.91","23.44","14.85","28.75","655.04","646.00","732.02","727.32","26.69","26.74","26.67","26.75","83.39","83.91","94.66","94.43","37.71","38.41","37.97","38.31","0","1","0","1","0","0","0","0","0","-19","0","0","-3","3","-0","1","4","1187","1","0","7","97"
"89.895","4591","38939","38952","38.4","0.0","0.0","-0.0","-0.0","1.59","-0.21","-0.08","6.39","0","0","1","0","0","0","0","0","0.00","0","1.59","23.33","70.24","138.1","0","0","3","-0","0","5285","0","0","8.01","23.47","14.81","28.72","655.04","646.00","732.02","727.32","26.69","26.74","26.67","26.75","83.39","83.91","94.66","94.43","37.69","38.40","37.94","38.30","0","1","0","1","0","0","0","0","0","-19","0","0","-3","3","-0","1","4","1187","1","0","7","97"
"89.900","4591","38939","38952","38.3","0.0","0.0","-0.0","-0.0","1.59","-0.21","-0.08","6.41","0","0","1","0","0","0","0","0","0.00","0","1.59","23.33","70.24","138.1","0","0","3","-0","0","5285","0","0","8.10","23.54","14.84","28.70","655.04","646.00","732.02","727.32","26.69","26.74","26.67","26.75","83.39","83.91","94.66","94.43","37.68","38.40","37.92","38.29","0","1","0","1","0","0","0","0","0","-20","0","0","-3","3","-0","1","4","1187","1","0","7","97"
"89.905","4592","38939","38952","38.3","0.0","0.0","-0.0","-0.0","1.59","-0.21","-0.08","6.42","0","0","1","0","0","0","0","0","0.00","0","1.59","23.33","70.80","137.9","0","0","3","-0","0","5281","0","0","8.17","23.62","14.91","28.69","655.04","646.00","732.02","727.32","26.69","26.74","26.67","26.75","83.39","83.91","94.66","94.43","37.66","38.38","37.91","38.27","0","1","0","1","0","0","0","0","0","-22","0","0","-2","3","-0","1","4","1187","1","0","7","97"
"89.910","4592","38940","38952","38.3","0.0","0.0","-0.0","-0.0","1.59","-0.21","-0.08","6.44","0","0","1","0","0","0","0","0","0.00","0","1.59","23.33","70.80","137.9","0","0","3","-0","0","5281","0","0","8.22","23.70","14.91","28.66","655.04","646.00","732.02","727.32","26.69","26.74","26.67","26.75","83.39","83.91","94.66","94.43","37.64","38.37","37.90","38.26","0","1","0","1","0","0","0","0","0","-23","0","0","-2","3","-0","1","4","1187","1","0","7","97"
"89.915","4592","38940","38953","38.3","0.0","0.0","-0.0","-0.0","1.59","-0.21","-0.08","6.44","0","0","1","0","0","0","0","0","0.00","0","1.59","23.33","70.80","137.9","0","0","3","-0","0","5281","0","0","8.28","23.76","14.78","28.59","655.04","646.00","732.02","727.32","26.69","26.74","26.67","26.75","83.39","83.91","94.66","94.43","37.62","38.36","37.88","38.24","0","1","0","0","0","0","0","0","0","-24","0","0","-2","3","-0","1","4","1187","1","0","7","97"
"89.920","4592","38940","38953","38.3","0.0","0.0","-0.0","-0.0","1.60","-0.21","-0.08","6.44","0","0","1","0","0","0","0","0","0.00","0","1.59","23.33","70.92","137.8","0","0","3","-0","0","5278","0","0","8.36","23.82","14.58","28.47","655.04","646.00","732.02","727.32","26.69","26.74","26.67","26.75","83.39","83.91","94.66","94.43","37.61","38.35","37.86","38.22","0","1","0","0","0","0","0","0","0","-25","0","0","-1","3","-0","1","4","1187","1","0","7","97"
"89.925","4592","38940","38953","38.3","0.0","0.0","-0.0","-0.0","1.61","-0.21","-0.08","6.45","0","0","1","0","0","0","0","0","0.00","0","1.59","23.33","70.92","137.8","0","0","3","-0","0","5278","0","0","8.45","23.87","14.52","28.37","655.04","646.00","732.02","727.32","26.69","26.74","26.67","26.75","83.39","83.91","94.66","94.43","37.59","38.35","37.84","38.23","0","1","0","0","0","0","0","0","0","-26","0","0","-1","3","-0","1","4","1187","1","0","7","97"
"89.930","4593","38940","38953","38.3","0.0","0.0","-0.0","-0.0","1.62","-0.21","-0.08","6.44","0","0","1","0","0","0","0","0","0.00","0","1.59","23.33","70.92","137.8","0","0","3","-0","0","5278","0","0","8.55","23.93","14.34","28.28","655.04","646.00","732.02","727.32","26.69","26.74","26.67","26.75","83.39","83.91","94.66","94.43","37.57","38.34","37.82","38.20","0","1","0","0","0","0","0","0","0","-27","0","0","-1","3","-0","1","4","1187","1","0","7","97"
"89.935","4593","38941","38953","38.2","0.0","0.0","-0.0","-0.0","1.62","-0.21","-0.08","6.43","0","0","1","0","0","0","0","0","0.00","0","1.59","23.33","70.60","137.6","0","0","3","-0","0","5272","0","0","8.65","23.97","14.26","28.22","655.04","646.00","732.02","727.32","26.69","26.74","26.67","26.75","83.39","83.91","94.66","94.43","37.56","38.34","37.81","38.21","0","1","0","0","0","0","0","0","0","-28","0","0","-1","3","-0","1","4","1187","1","0","7","97"
"89.940","4593","38941","38954","38.2","0.0","0.0","-0.0","-0.0","1.63","-0.21","-0.08","6.42","0","0","1","0","0","0","0","0","0.00","0","1.66","25.70","70.60","137.6","0","0","3","-0","0","5272","0","0","8.67","24.00","14.11","28.20","654.41","645.39","731.41","726.72","26.69","26.74","26.67","26.75","83.40","83.92","94.66","94.44","37.55","38.33","37.79","38.20","0","1","0","0","0","0","0","0","0","-29","0","0","-1","3","-0","1","4","1187","1","0","7","97"
"89.945","4593","38941","38954","38.2","0.0","0.0","-0.0","-0.0","1.64","-0.21","-0.08","6.41","0","0","1","0","0","0","0","0","0.00","0","1.66","25.70","70.60","137.6","0","0","3","-0","0","5272","0","0","8.63","24.01","14.00","28.18","654.41","645.39","731.41","726.72","26.69","26.74","26.67","26.75","83.40","83.92","94.66","94.44","37.54","38.32","37.77","38.19","0","1","0","0","0","0","0","0","0","-29","0","0","-1","3","-0","1","4","1187","1","0","7","97"
"89.950","4593","38941","38954","38.2","0.0","0.0","-0.0","0.0","1.64","-0.21","-0.08","6.39","0","0","1","0","0","0","0","0","0.00","0","1.66","25.70","70.60","137.6","0","0","3","-0","0","5272","0","0","8.55","24.02","13.91","28.17","654.41","645.39","731.41","726.72","26.69","26.74","26.67","26.75","83.40","83.92","94.66","94.44","37.51","38.31","37.75","38.18","0","1","0","0","0","0","0","0","0","-29","0","0","-1","3","-0","1","4","1187","1","0","7","97"
"89.955","4594","38941","38954","38.2","0.0","0.0","-0.0","0.0","1.65","-0.21","-0.08","6.36","0","0","1","0","0","0","0","0","0.00","0","1.66","25.70","69.72","137.4","0","0","3","-0","0","5266","0","0","8.55","24.06","13.85","28.18","654.41","645.39","731.41","726.72","26.69","26.74","26.67","26.75","83.40","83.92","94.66","94.44","37.47","38.30","37.74","38.17","0","1","0","0","0","0","0","0","0","-30","0","0","-1","3","-0","1","4","1187","1","0","7","97"
"89.960","4594","38942","38954","38.2","0.0","0.0","-0.0","0.0","1.66","-0.21","-0.08","6.34","0","0","1","0","0","0","0","0","0.00","0","1.66","25.70","69.72","137.4","0","0","3","-0","0","5266","0","0","8.68","24.10","13.83","28.23","654.41","645.39","731.41","726.72","26.69","26.74","26.67","26.75","83.40","83.92","94.66","94.44","37.46","38.29","37.72","38.16","0","1","0","0","0","0","0","0","0","-31","0","0","-2","3","-0","1","4","1187","1","0","7","97"
"89.965","4594","38942","38955","38.1","-0.0","0.0","-0.0","0.0","1.66","-0.21","-0.08","6.31","0","0","1","0","0","0","0","0","0.00","0","1.66","25.70","69.72","137.4","0","0","3","-0","0","5266","0","0","8.78","24.13","13.83","28.33","654.41","645.39","731.41","726.72","26.69","26.74","26.67","26.75","83.40","83.92","94.66","94.44","37.46","38.28","37.71","38.16","0","1","0","0","0","0","0","0","0","-32","0","0","-2","3","-0","1","4","1187","1","0","7","97"
"89.970","4594","38942","38955","38.1","-0.0","0.0","0.0","0.0","1.67","-0.21","-0.08","6.27","0","0","1","0","0","0","0","0","0.00","0","1.66","25.70","68.56","137.2","0","0","3","-0","0","5262","0","0","8.78","24.14","13.82","28.43","654.41","645.39","731.41","726.72","26.69","26.74","26.67","26.75","83.40","83.92","94.66","94.44","37.45","38.27","37.69","38.14","0","1","0","0","0","0","0","0","0","-32","0","0","-2","3","-0","1","4","1187","1","0","7","97"
"89.975","4594","38942","38955","38.1","-0.0","-0.0","0.0","0.0","1.67","-0.21","-0.07","6.24","0","0","1","0","0","0","0","0","0.00","0","1.66","25.70","68.56","137.2","0","0","3","-0","0","5262","0","0","8.72","24.10","13.85","28.54","654.41","645.39","731.41","726.72","26.69","26.74","26.67","26.75","83.40","83.92","94.66","94.44","37.43","38.26","37.67","38.13","0","1","0","0","0","0","0","0","0","-31","0","0","-2","3","-0","1","4","1187","1","0","7","97"
"89.980","4595","38942","38955","38.1","-0.0","-0.0","0.0","0.0","1.68","-0.21","-0.07","6.19","0","0","1","0","0","0","0","0","0.00","0","1.66","25.70","68.56","137.2","0","0","3","-0","0","5262","0","0","8.64","24.07","13.89","28.64","654.41","645.39","731.41","726.72","26.69","26.74","26.67","26.75","83.40","83.92","94.66","94.44","37.41","38.24","37.65","38.11","0","1","0","1","0","0","0","0","0","-30","0","0","-2","3","-0","1","4","1187","1","0","7","97"
"89.985","4595","38943","38955","38.1","-0.0","-0.0","0.0","0.0","1.68","-0.21","-0.07","6.14","0","0","1","0","0","0","0","0","0.00","0","1.71","25.52","68.56","137.2","0","0","3","-0","0","5262","0","0","8.58","24.04","13.95","28.74","653.79","644.78","730.81","726.12","26.69","26.74","26.67","26.75","83.40","83.93","94.66","94.45","37.39","38.23","37.64","38.10","0","1","0","1","0","0","0","0","0","-30","0","0","-2","3","-0","1","4","1187","1","0","6","97"
"89.990","4595","38943","38955","38.1","0.0","-0.0","0.0","0.0","1.69","-0.21","-0.07","6.08","0","0","1","0","0","0","0","0","0.00","0","1.71","25.52","66.48","137.0","0","0","3","-0","0","5258","0","0","8.57","24.03","14.03","28.87","653.79","644.78","730.81","726.12","26.69","26.74","26.67","26.75","83.40","83.93","94.66","94.45","37.37","38.22","37.62","38.09","0","1","0","1","0","0","0","0","0","-29","0","0","-2","3","-0","1","4","1187","1","0","6","97"
"89.995","4595","38943","38956","38.1","0.0","-0.0","0.0","0.0","1.69","-0.21","-0.07","6.02","0","0","1","0","0","0","0","0","0.00","0","1.71","25.52","66.48","137.0","0","0","3","-0","0","5258","0","0","8.60","24.03","14.11","29.01","653.79","644.78","730.81","726.12","26.69","26.74","26.67","26.75","83.40","83.93","94.66","94.45","37.36","38.20","37.60","38.07","0","1","0","1","0","0","0","0","0","-30","0","0","-2","3","-0","1","4","1187","1","0","6","97"
"90.000","4595","38943","38956","38.0","0.0","0.0","0.0","0.0","1.70","-0.21","-0.07","5.96","0","0","1","0","0","0","0","0","0.00","0","1.71","25.52","66.48","137.0","0","0","3","-0","0","5258","0","0","8.65","24.04","14.24","29.15","653.79","644.78","730.81","726.12","26.69","26.74","26.67","26.75","83.40","83.93","94.66","94.45","37.34","38.19","37.59","38.06","0","1","0","1","0","0","0","0","0","-30","0","0","-2","3","0","0","4","1187","0","0","6","97"
"90.005","4595","38943","38956","38.0","0.0","0.0","0.0","0.0","1.70","-0.21","-0.07","5.89","0","0","1","0","0","0","0","0","0.00","0","1.71","25.52","64.08","136.8","0","0","3","-0","0","5251","0","0","8.70","24.04","14.34","29.30","653.79","644.78","730.81","726.12","26.69","26.74","26.67","26.75","83.40","83.93","94.66","94.45","37.33","38.18","37.59","38.04","0","1","0","1","0","0","0","0","0","-30","0","0","-2","3","0","0","4","1187","0","0","6","97"
"90.010","4596","38943","38956","38.0","0.0","0.0","0.0","0.0","1.71","-0.21","-0.07","5.83","0","0","1","0","0","0","0","0","0.00","0","1.71","25.52","64.08","136.8","0","0","3","-0","0","5251","0","0","8.76","24.05","14.37","29.43","653.79","644.78","730.81","726.12","26.69","26.74","26.67","26.75","83.40","83.93","94.66","94.45","37.31","38.17","37.57","38.02","0","1","0","1","0","0","0","0","0","-30","0","0","-2","3","0","0","4","1187","0","0","6","97"
"90.015","4596","38944","38956","38.0","0.0","0.0","0.0","0.0","1.71","-0.21","-0.07","5.76","0","0","1","0","0","0","0","0","0.00","0","1.71","25.52","64.08","136.8","0","0","3","-0","0","5251","0","0","8.87","24.05","14.37","29.58","653.79","644.78","730.81","726.12","26.69","26.74","26.67","26.75","83.40","83.93","94.66","94.45","37.30","38.15","37.56","38.01","0","1","0","1","0","0","0","0","0","-30","0","0","-2","3","0","0","4","1187","0","0","6","97"
"90.020","4596","38944","38957","38.0","-0.0","0.0","0.0","0.0","1.70","-0.21","-0.07","5.69","0","0","1","0","0","0","0","0","0.00","0","1.71","25.52","61.52","136.7","0","0","3","-0","0","5244","0","0","8.96","24.07","14.34","29.75","653.79","644.78","730.81","726.12","26.69","26.74","26.67","26.75","83.40","83.93","94.66","94.45","37.31","38.14","37.53","38.00","0","1","0","1","0","0","0","0","0","-30","0","0","-2","3","0","0","4","1187","0","0","6","97"
"90.025","4596","38944","38957","38.0","-0.0","0.0","0.0","0.0","1.70","-0.20","-0.07","5.62","0","0","1","0","0","0","0","0","0.00","0","1.71","25.52","61.52","136.7","0","0","3","-0","0","5244","0","0","8.90","24.11","14.38","29.93","653.79","644.78","730.81","726.12","26.69","26.74","26.67","26.75","83.40","83.93","94.66","94.45","37.31","38.13","37.51","37.98","0","1","0","1","0","0","0","0","0","-31","0","0","-2","3","0","0","4","1187","0","0","6","97"
"90.030","4596","38944","38957","38.0","-0.0","0.0","0.0","0.0","1.69","-0.20","-0.07","5.54","0","0","1","0","0","0","0","0","0.00","0","1.71","25.52","61.52","136.7","0","0","3","-0","0","5244","0","0","8.69","24.20","14.48","30.09","653.79","644.78","730.81","726.12","26.69","26.74","26.67","26.75","83.40","83.93","94.66","94.45","37.30","38.12","37.51","37.97","0","1","0","1","0","0","0","0","0","-33","0","0","-2","3","0","0","4","1187","0","0","6","97"
"90.035","4597","38944","38957","37.9","-0.0","0.0","0.0","0.0","1.69","-0.20","-0.07","5.47","0","0","1","0","0","0","0","0","0.00","0","1.71","25.52","58.80","136.5","0","0","3","-0","0","5236","0","0","8.60","24.29","14.55","30.22","653.79","644.78","730.81","726.12","26.69","26.74","26.67","26.75","83.40","83.93","94.66","94.45","37.27","38.11","37.51","37.95","0","1","0","1","0","0","0","0","0","-35","0","0","-2","3","0","0","4","1187","0","0","6","97"
"90.040","4597","38945","38957","37.9","-0.0","-0.0","0.0","0.0","1.69","-0.20","-0.07","5.39","0","0","1","0","0","0","0","0","0.00","0","1.67","24.86","58.80","136.5","0","0","3","-0","0","5236","0","0","8.51","24.36","14.55","30.32","653.17","644.18","730.20","725.52","26.69","26.74","26.67","26.75","83.40","83.94","94.66","94.45","37.25","38.09","37.48","37.93","0","1","0","1","0","0","0","0","0","-37","0","0","-2","3","0","0","4","1188","0","0","6","97"
"90.045","4597","38945","38958","37.9","-0.0","-0.0","0.0","0.0","1.68","-0.20","-0.06","5.32","0","0","1","0","0","0","0","0","0.00","0","1.67","24.86","58.80","136.5","0","0","3","-0","0","5236","0","0","8.47","24.32","14.49","30.41","653.17","644.18","730.20","725.52","26.69","26.74","26.67","26.75","83.40","83.94","94.66","94.45","37.22","38.07","37.47","37.91","0","1","0","1","0","0","0","0","0","-36","0","0","-2","3","0","0","4","1188","0","0","6","97"
"90.050","4597","38945","38958","37.9","0.0","-0.0","0.0","0.0","1.68","-0.20","-0.06","5.23","0","0","1","0","0","0","0","0","0.00","0","1.67","24.86","58.80","136.5","0","0","3","-0","0","5236","0","0","8.51","24.24","14.44","30.48","653.17","644.18","730.20","725.52","26.69","26.74","26.67","26.75","83.40","83.94","94.66","94.45","37.21","38.06","37.45","37.89","0","1","0","1","0","0","0","0","0","-34","0","0","-2","3","0","0","4","1188","0","0","6","97"
"90.055","4597","38945","38958","37.9","0.0","-0.0","-0.0","0.0","1.67","-0.19","-0.06","5.15","0","0","1","0","0","0","0","0","0.00","0","1.67","24.86","55.76","136.3","0","0","3","-0","0","5225","0","0","8.61","24.12","14.42","30.51","653.17","644.18","730.20","725.52","26.69","26.74","26.67","26.75","83.40","83.94","94.66","94.45","37.19","38.04","37.43","37.87","0","1","0","1","0","0","0","0","0","-31","0","0","-2","3","0","0","4","1188","0","0","6","97"
"90.060","4598","38945","38958","37.9","0.0","-0.0","0.0","0.0","1.67","-0.19","-0.06","5.07","0","0","1","0","0","0","0","0","0.00","0","1.67","24.86","55.76","136.3","0","0","3","-0","0","5225","0","0","8.76","24.00","14.43","30.56","653.17","644.18","730.20","725.52","26.69","26.74","26.67","26.75","83.40","83.94","94.66","94.45","37.19","38.03","37.42","37.86","0","1","0","1","0","0","0","0","0","-29","0","0","-2","3","0","0","4","1188","0","0","6","97"
"90.065","4598","38946","38958","37.9","0.0","-0.0","0.0","0.0","1.67","-0.19","-0.06","5.01","0","0","1","0","0","0","0","0","0.00","0","1.67","24.86","55.76","136.3","0","0","3","-0","0","5225","0","0","8.82","23.87","14.46","30.59","653.17","644.18","730.20","725.52","26.69","26.74","26.67","26.75","83.40","83.94","94.66","94.45","37.19","38.02","37.41","37.84","0","1","0","1","0","0","0","0","0","-26","0","0","-2","3","0","0","4","1188","0","0","6","97"
"90.070","4598","38946","38958","37.8","0.0","-0.0","0.0","0.0","1.66","-0.19","-0.06","4.96","0","0","1","0","0","0","0","0","0.00","0","1.67","24.86","53.68","136.2","0","0","3","-0","0","5218","0","0","8.82","23.76","14.49","30.60","653.17","644.18","730.20","725.52","26.69","26.74","26.67","26.75","83.40","83.94","94.66","94.45","37.18","38.00","37.39","37.82","0","1","0","1","0","0","0","0","0","-24","0","0","-2","3","0","0","4","1188","0","0","6","97"
"90.075","4598","38946","38959","37.8","0.0","-0.0","0.0","-0.0","1.66","-0.19","-0.06","4.90","0","0","1","0","0","0","0","0","0.00","0","1.67","24.86","53.68","136.2","0","0","3","-0","0","5218","0","0","8.77","23.68","14.50","30.59","653.17","644.18","730.20","725.52","26.69","26.74","26.67","26.75","83.40","83.94","94.66","94.45","37.17","37.99","37.38","37.80","0","1","0","1","0","0","0","0","0","-23","0","0","-2","3","0","0","4","1188","0","0","6","97"
"90.080","4598","38946","38959","37.8","-0.0","-0.0","-0.0","-0.0","1.65","-0.19","-0.06","4.85","0","0","1","0","0","0","0","0","0.00","0","1.67","24.86","53.68","136.2","0","0","3","-0","0","5218","0","0","8.71","23.60","14.54","30.54","653.17","644.18","730.20","725.52","26.69","26.74","26.67","26.75","83.40","83.94","94.66","94.45","37.15","37.98","37.35","37.79","0","1","0","1","0","0","0","0","0","-21","0","0","-2","3","0","0","4","1188","0","0","6","97"
"90.085","4598","38946","38959","37.8","-0.0","-0.0","-0.0","-0.0","1.65","-0.19","-0.06","4.81","0","0","1","0","0","0","0","0","0.00","0","1.63","24.95","53.68","136.2","0","0","3","-0","0","5218","0","0","8.68","23.54","14.63","30.49","652.56","643.58","729.60","724.93","26.69","26.74","26.67","26.75","83.41","83.95","94.67","94.46","37.14","37.97","37.34","37.77","0","1","0","1","0","0","0","0","0","-20","0","0","-2","3","0","0","4","1188","0","0","6","97"
"90.090","4599","38947","38959","37.8","0.0","-0.0","-0.0","-0.0","1.65","-0.19","-0.06","4.76","0","0","1","0","0","0","0","0","0.00","0","1.63","24.95","52.04","136.0","0","0","3","-0","0","5211","0","0","8.66","23.53","14.72","30.46","652.56","643.58","729.60","724.93","26.69","26.74","26.67","26.75","83.41","83.95","94.67","94.46","37.13","37.96","37.34","37.75","0","1","0","1","0","0","0","0","0","-20","0","0","-2","3","0","0","4","1188","0","0","6","97"
"90.095","4599","38947","38959","37.8","0.0","-0.0","-0.0","-0.0","1.64","-0.19","-0.06","4.72","0","0","1","0","0","0","0","0","0.00","0","1.63","24.95","52.04","136.0","0","0","3","-0","0","5211","0","0","8.66","23.54","14.66","30.46","652.56","643.58","729.60","724.93","26.69","26.74","26.67","26.75","83.41","83.95","94.67","94.46","37.12","37.95","37.34","37.75","0","1","0","1","0","0","0","0","0","-20","0","0","-2","3","0","0","4","1188","0","0","6","97"
"90.100","4599","38947","38960","37.8","0.0","-0.0","-0.0","-0.0","1.64","-0.19","-0.06","4.70","0","0","1","0","0","0","0","0","0.00","0","1.63","24.95","52.04","136.0","0","0","3","-0","0","5211","0","0","8.69","23.51","14.38","30.51","652.56","643.58","729.60","724.93","26.69","26.74","26.67","26.75","83.41","83.95","94.67","94.46","37.11","37.93","37.33","37.73","0","1","0","1","0","0","0","0","0","-20","0","0","-2","3","0","0","4","1188","0","0","6","97"
"90.105","4599","38947","38960","37.7","0.0","-0.0","-0.0","-0.0","1.64","-0.19","-0.06","4.68","0","0","1","0","0","0","0","0","0.00","0","1.63","24.95","51.24","135.8","0","0","3","-0","0","5206","0","0","8.77","23.39","14.22","30.54","652.56","643.58","729.60","724.93","26.69","26.74","26.67","26.75","83.41","83.95","94.67","94.46","37.10","37.91","37.30","37.72","0","1","0","1","0","0","0","0","0","-18","0","0","-2","3","0","0","4","1188","0","0","6","97"
"90.110","4599","38947","38960","37.7","0.0","-0.0","-0.0","-0.0","1.63","-0.19","-0.06","4.66","0","0","1","0","0","0","0","0","0.00","0","1.63","24.95","51.24","135.8","0","0","3","-0","0","5206","0","0","8.85","23.29","14.12","30.55","652.56","643.58","729.60","724.93","26.69","26.74","26.67","26.75","83.41","83.95","94.67","94.46","37.09","37.90","37.27","37.70","0","1","0","1","0","0","0","0","0","-17","0","0","-2","3","0","0","4","1188","0","0","6","97"
"90.115","4600","38947","38960","37.7","0.0","-0.0","-0.0","-0.0","1.64","-0.19","-0.06","4.66","0","0","1","0","0","0","0","0","0.00","0","1.63","24.95","51.24","135.8","0","0","3","-0","0","5206","0","0","8.91","23.21","13.97","30.53","652.56","643.58","729.60","724.93","26.69","26.74","26.67","26.75","83.41","83.95","94.67","94.46","37.08","37.89","37.25","37.69","0","1","0","1","0","0","0","0","0","-16","0","0","-2","3","0","0","4","1188","0","0","6","97"
"90.120","4600","38948","38960","37.7","0.0","-0.0","-0.0","-0.0","1.65","-0.19","-0.06","4.66","0","0","1","0","0","0","0","0","0.00","0","1.63","24.95","51.20","135.7","0","0","3","-0","0","5198","0","0","8.93","23.11","13.90","30.48","652.56","643.58","729.60","724.93","26.69","26.74","26.67","26.75","83.41","83.95","94.67","94.46","37.07","37.88","37.24","37.68","0","1","0","1","0","0","0","0","0","-14","0","0","-2","3","0","0","4","1188","0","0","5","97"
"90.125","4600","38948","38961","37.7","0.0","-0.0","-0.0","-0.0","1.65","-0.19","-0.06","4.65","0","0","1","0","0","0","0","0","0.00","0","1.63","24.95","51.20","135.7","0","0","3","-0","0","5198","0","0","8.89","22.97","13.81","30.40","652.56","643.58","729.60","724.93","26.69","26.74","26.67","26.75","83.41","83.95","94.67","94.46","37.05","37.86","37.22","37.66","0","1","0","1","0","0","0","0","0","-13","0","0","-2","3","0","0","4","1188","0","0","5","97"
"90.130","4600","38948","38961","37.7","0.0","-0.0","-0.0","-0.0","1.66","-0.19","-0.06","4.66","0","0","1","0","0","0","0","0","0.00","0","1.63","24.95","51.20","135.7","0","0","3","-0","0","5198","0","0","8.85","22.85","13.78","30.29","652.56","643.58","729.60","724.93","26.69","26.74","26.67","26.75","83.41","83.95","94.67","94.46","37.03","37.84","37.21","37.64","0","1","0","1","0","0","0","0","0","-11","0","0","-2","3","0","0","4","1188","0","0","5","97"
"90.135","4600","38948","38961","37.7","0.0","-0.0","-0.0","-0.0","1.66","-0.19","-0.06","4.68","0","0","1","0","0","0","0","0","0.00","0","1.63","24.95","51.72","135.5","0","0","3","-0","0","5189","0","0","8.88","22.74","13.71","30.19","652.56","643.58","729.60","724.93","26.69","26.74","26.67","26.75","83.41","83.95","94.67","94.46","37.02","37.83","37.21","37.63","0","1","0","1","0","0","0","0","0","-10","0","0","-2","3","0","0","4","1188","0","0","5","97"
