Distance,Time,LAP_BEACON,G_LAT,ROTY,STEERANGLE,SPEED,THROTTLE,BRAKE,GEAR,G_LON,CLUTCH,RPMS,TC,ABS,SUS_TRAVEL_LF,SUS_TRAVEL_RF,SUS_TRAVEL_LR,SUS_TRAVEL_RR,BRAKE_TEMP_LF,BRAKE_TEMP_RF,BRAKE_TEMP_LR,BRAKE_TEMP_RR,TYRE_PRESS_LF,TYRE_PRESS_RF,TYRE_PRESS_LR,TYRE_PRESS_RR,TYRE_TAIR_LF,TYRE_TAIR_RF,TYRE_TAIR_LR,TYRE_TAIR_RR,WHEEL_SPEED_LF,WHEEL_SPEED_RF,WHEEL_SPEED_LR,WHEEL_SPEED_RR,BUMPSTOPUP_RIDE_LF,BUMPSTOPUP_RIDE_RF,BUMPSTOPUP_RIDE_LR,BUMPSTOPUP_RIDE_RR,BUMPSTOPDN_RIDE_LF,BUMPSTOPDN_RIDE_RF,BUMPSTOPDN_RIDE_LR,BUMPSTOPDN_RIDE_RR,BUMPSTOP_FORCE_LF,BUMPSTOP_FORCE_RF,BUMPSTOP_FORCE_LR,BUMPSTOP_FORCE_RR,EN_ET,EN_TL,EN_TD,EN_TB,EN_TW,EN_W,EN_Dy,EN_AP,EN_GR,TIME,segment_id_x,segmentDescription,segmentStart_m,segmentEnd_m,corner_ids,corner_id,segment_id_y,cornerName,cornerDescription,cornerStart_m,cornerApex_m,cornerEnd_m
1916,34.675,0.0,-0.0,0.19,0.54,266.2,100.0,0.0,6.0,0.0,0.0,6725.0,0.0,0.0,24.92,24.63,43.98,43.91,337.93,336.87,325.17,324.57,26.17,26.15,26.05,26.2,81.18,78.84,83.02,81.51,73.87,73.86,75.09,75.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,1.0,1.0,3.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1917,34.69,0.0,-0.0,0.19,0.72,266.2,100.0,0.0,6.0,0.0,0.0,6724.0,0.0,0.0,24.65,24.17,43.49,43.33,337.93,336.87,325.17,324.57,26.17,26.15,26.05,26.2,81.18,78.84,83.02,81.51,73.88,73.91,75.13,75.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,1.0,1.0,3.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1918,34.7,0.0,-0.0,0.19,0.81,266.2,100.0,0.0,6.0,0.0,0.0,6725.0,0.0,0.0,24.42,23.72,43.04,42.97,337.93,336.87,325.17,324.57,26.17,26.15,26.05,26.2,81.18,78.84,83.02,81.51,73.92,73.87,75.18,75.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,1.0,1.0,3.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1919,34.715,0.0,-0.0,0.19,0.9,266.3,100.0,0.0,6.0,0.0,0.0,6726.0,0.0,0.0,23.64,23.36,42.34,42.63,337.93,336.87,325.17,324.57,26.17,26.15,26.05,26.2,81.18,78.84,83.02,81.51,73.89,73.88,75.18,75.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,1.0,1.0,3.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1920,34.73,0.0,0.0,0.43,0.9,266.3,100.0,0.0,6.0,0.0,0.0,6726.0,0.0,0.0,23.14,23.12,41.88,42.19,337.47,336.4,324.84,324.24,26.17,26.15,26.05,26.2,81.17,78.84,83.03,81.51,73.88,73.91,75.16,75.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,1.0,1.0,3.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1921,34.745,0.0,0.0,0.43,0.9,266.3,100.0,0.0,6.0,0.0,0.0,6727.0,0.0,0.0,22.88,23.1,41.39,41.83,337.47,336.4,324.84,324.24,26.17,26.15,26.05,26.2,81.17,78.84,83.03,81.51,73.86,73.83,75.2,75.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,2.0,1.0,3.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1922,34.755,0.0,0.0,0.43,0.86,266.3,100.0,0.0,6.0,0.0,0.0,6727.0,0.0,0.0,22.64,23.92,41.21,41.67,337.47,336.4,324.84,324.24,26.17,26.15,26.05,26.2,81.17,78.84,83.03,81.51,73.94,73.95,75.15,75.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,2.0,1.0,3.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1923,34.77,0.0,0.04,0.55,0.86,266.4,100.0,0.0,6.0,0.0,0.0,6728.0,0.0,0.0,22.12,24.4,41.49,41.29,337.0,335.94,324.5,323.91,26.17,26.15,26.05,26.21,81.17,78.83,83.03,81.51,73.89,74.0,75.07,75.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,2.0,1.0,3.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1924,34.785,0.0,0.04,0.55,0.81,266.4,100.0,0.0,6.0,0.0,0.0,6729.0,0.0,0.0,22.17,24.11,42.05,41.21,337.0,335.94,324.5,323.91,26.17,26.15,26.05,26.21,81.17,78.83,83.03,81.51,73.92,73.96,75.05,75.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,2.0,1.0,3.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1925,34.795,0.0,0.04,0.55,0.81,266.4,100.0,0.0,6.0,0.0,0.0,6729.0,0.0,0.0,22.39,24.14,42.11,41.63,337.0,335.94,324.5,323.91,26.17,26.15,26.05,26.21,81.17,78.83,83.03,81.51,73.92,73.87,75.13,75.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,2.0,1.0,3.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1926,34.81,0.0,0.04,0.55,0.77,266.4,100.0,0.0,6.0,0.0,0.0,6729.0,0.0,0.0,23.45,26.62,42.24,41.47,337.0,335.94,324.5,323.91,26.17,26.15,26.05,26.21,81.17,78.83,83.03,81.51,73.96,74.09,75.09,75.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,2.0,1.0,3.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1927,34.825,0.0,0.03,0.94,0.72,266.5,100.0,0.0,6.0,0.0,0.0,6731.0,0.0,0.0,24.42,26.39,42.72,41.06,336.54,335.47,324.17,323.57,26.17,26.15,26.05,26.21,81.17,78.83,83.03,81.51,74.03,74.3,75.07,75.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,2.0,1.0,3.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1928,34.835,0.0,0.03,0.94,0.63,266.5,100.0,0.0,6.0,0.0,0.0,6735.0,0.0,0.0,24.22,23.57,42.96,41.36,336.54,335.47,324.17,323.57,26.17,26.15,26.05,26.21,81.17,78.83,83.03,81.51,74.05,73.98,75.02,74.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,2.0,1.0,3.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1929,34.85,0.0,0.03,0.94,0.59,266.6,100.0,0.0,6.0,0.0,0.0,6736.0,0.0,0.0,24.0,22.72,43.7,44.47,336.54,335.47,324.17,323.57,26.17,26.15,26.05,26.21,81.17,78.83,83.03,81.51,73.94,73.9,75.07,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1930,34.865,0.0,0.02,0.78,0.59,266.6,100.0,0.0,6.0,0.0,0.0,6736.0,0.0,0.0,24.02,23.34,43.4,43.4,336.07,335.01,323.83,323.24,26.17,26.15,26.05,26.21,81.17,78.82,83.04,81.51,73.94,73.97,75.37,75.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1931,34.88,0.0,0.02,0.78,0.5,266.6,100.0,0.0,6.0,0.0,0.0,6735.0,0.0,0.0,24.17,23.93,42.35,41.39,336.07,335.01,323.83,323.24,26.17,26.15,26.05,26.21,81.17,78.82,83.04,81.51,74.0,74.05,75.28,75.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1932,34.89,0.0,0.02,0.78,0.45,266.6,100.0,0.0,6.0,0.0,0.0,6738.0,0.0,0.0,24.08,23.72,41.97,41.43,336.07,335.01,323.83,323.24,26.17,26.15,26.05,26.21,81.17,78.82,83.04,81.51,74.08,74.13,75.29,75.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1933,34.905,0.0,0.02,0.78,0.41,266.7,100.0,0.0,6.0,0.0,0.0,6736.0,0.0,0.0,23.4,22.64,41.46,41.89,336.07,335.01,323.83,323.24,26.17,26.15,26.05,26.21,81.17,78.82,83.04,81.51,73.95,73.98,75.26,75.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1934,34.92,0.0,0.04,0.43,0.36,266.7,100.0,0.0,6.0,0.0,0.0,6732.0,0.0,0.0,23.56,22.71,41.26,42.2,335.61,334.55,323.5,322.91,26.17,26.15,26.05,26.21,81.16,78.82,83.04,81.52,73.98,73.96,75.25,75.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,2.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1935,34.93,0.0,0.04,0.43,0.36,266.7,100.0,0.0,6.0,0.0,0.0,6732.0,0.0,0.0,23.91,23.4,40.91,41.78,335.61,334.55,323.5,322.91,26.17,26.15,26.05,26.21,81.16,78.82,83.04,81.52,74.01,74.01,75.43,75.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,2.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1936,34.945,0.0,0.04,0.43,0.32,266.7,100.0,0.0,6.0,0.0,0.0,6742.0,0.0,0.0,24.56,25.42,40.63,41.04,335.61,334.55,323.5,322.91,26.17,26.15,26.05,26.21,81.16,78.82,83.04,81.52,74.06,74.12,75.23,75.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,2.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1937,34.96,0.0,0.04,0.43,0.32,266.7,100.0,0.0,6.0,0.0,0.0,6742.0,0.0,0.0,25.37,26.84,41.31,41.45,335.61,334.55,323.5,322.91,26.17,26.15,26.05,26.21,81.16,78.82,83.04,81.52,74.14,74.16,75.15,75.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,2.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1938,34.97,0.0,0.07,-0.02,0.32,266.8,100.0,0.0,6.0,0.0,0.0,6743.0,0.0,0.0,25.46,27.11,42.05,42.51,335.14,334.09,323.17,322.57,26.17,26.15,26.05,26.21,81.16,78.81,83.04,81.52,74.13,74.16,75.13,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,2.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1939,34.985,0.0,0.07,-0.02,0.41,266.8,100.0,0.0,6.0,0.0,0.0,6750.0,0.0,0.0,25.12,26.86,43.73,44.79,335.14,334.09,323.17,322.57,26.17,26.15,26.05,26.21,81.16,78.81,83.04,81.52,74.1,74.12,75.05,75.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,2.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1940,35.0,0.0,0.07,-0.02,0.5,266.9,100.0,0.0,6.0,0.0,0.0,6743.0,0.0,0.0,24.63,26.16,45.44,45.9,335.14,334.09,323.17,322.57,26.17,26.15,26.05,26.21,81.16,78.81,83.04,81.52,74.07,74.11,75.12,75.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,2.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1941,35.015,0.0,0.07,-0.02,0.54,266.9,100.0,0.0,6.0,0.0,0.0,6731.0,0.0,0.0,23.97,25.15,45.68,45.85,335.14,334.09,323.17,322.57,26.17,26.15,26.05,26.21,81.16,78.81,83.04,81.52,74.04,74.02,75.2,75.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,2.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1942,35.025,0.0,0.05,0.19,0.54,266.9,100.0,0.0,6.0,0.0,0.0,6731.0,0.0,0.0,23.58,24.62,45.39,45.47,334.68,333.63,322.83,322.24,26.17,26.15,26.05,26.21,81.16,78.81,83.05,81.52,74.02,74.05,75.25,75.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,2.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1943,35.04,0.0,0.05,0.19,0.59,267.0,100.0,0.0,6.0,0.0,0.0,6738.0,0.0,0.0,23.26,23.97,44.49,44.18,334.68,333.63,322.83,322.24,26.17,26.15,26.05,26.21,81.16,78.81,83.05,81.52,74.03,74.0,75.43,75.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,2.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1944,35.055,0.0,0.05,0.19,0.54,267.0,100.0,0.0,6.0,0.0,0.0,6749.0,0.0,0.0,23.01,23.7,42.75,42.63,334.68,333.63,322.83,322.24,26.17,26.15,26.05,26.21,81.16,78.81,83.05,81.52,74.05,74.05,75.53,75.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,2.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1945,35.065,0.0,0.04,0.29,0.54,267.0,100.0,0.0,6.0,0.0,0.0,6749.0,0.0,0.0,22.8,23.52,41.57,41.65,334.22,333.17,322.5,321.91,26.17,26.14,26.05,26.21,81.15,78.8,83.05,81.52,74.1,74.08,75.53,75.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,2.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1946,35.08,0.0,0.04,0.29,0.5,267.0,100.0,0.0,6.0,0.0,0.0,6751.0,0.0,0.0,22.25,22.99,40.6,40.77,334.22,333.17,322.5,321.91,26.17,26.14,26.05,26.21,81.15,78.8,83.05,81.52,74.1,74.12,75.5,75.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,2.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1947,35.095,0.0,0.04,0.29,0.36,267.1,100.0,0.0,6.0,0.0,0.0,6744.0,0.0,0.0,21.71,22.24,39.99,40.21,334.22,333.17,322.5,321.91,26.17,26.14,26.05,26.21,81.15,78.8,83.05,81.52,74.12,74.12,75.45,75.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,2.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1948,35.105,0.0,0.04,0.29,0.23,267.1,100.0,0.0,6.0,0.0,0.0,6744.0,0.0,0.0,21.27,21.71,39.63,39.96,334.22,333.17,322.5,321.91,26.17,26.14,26.05,26.21,81.15,78.8,83.05,81.52,74.1,74.12,75.45,75.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,3.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1949,35.12,0.0,0.02,0.29,0.09,267.1,100.0,0.0,6.0,0.0,0.0,6748.0,0.0,0.0,20.91,21.14,39.23,39.46,333.76,332.71,322.17,321.58,26.17,26.14,26.05,26.21,81.15,78.79,83.05,81.52,74.06,74.09,75.41,75.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,3.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1950,35.135,0.0,0.02,0.29,-0.05,267.2,100.0,0.0,6.0,0.0,0.0,6747.0,0.0,0.0,21.14,21.31,38.88,39.11,333.76,332.71,322.17,321.58,26.17,26.14,26.05,26.21,81.15,78.79,83.05,81.52,74.08,74.12,75.46,75.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,3.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1951,35.15,0.0,0.02,0.29,-0.14,267.2,100.0,0.0,6.0,0.0,0.0,6749.0,0.0,0.0,21.44,21.59,38.61,38.85,333.76,332.71,322.17,321.58,26.17,26.14,26.05,26.21,81.15,78.79,83.05,81.52,74.16,74.17,75.45,75.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,3.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1952,35.16,0.0,0.02,0.29,-0.14,267.2,100.0,0.0,6.0,0.0,0.0,6749.0,0.0,0.0,21.78,21.72,38.6,38.92,333.76,332.71,322.17,321.58,26.17,26.14,26.05,26.21,81.15,78.79,83.05,81.52,74.16,74.16,75.33,75.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,3.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1953,35.175,0.0,0.03,0.08,-0.18,267.2,100.0,0.0,6.0,0.0,0.0,6748.0,0.0,0.0,22.42,22.13,39.03,39.5,333.3,332.25,321.83,321.25,26.17,26.14,26.05,26.21,81.15,78.79,83.05,81.52,74.19,74.17,75.32,75.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,3.0,1187.0,2.0,1.0,4.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1954,35.19,0.0,0.03,0.08,-0.18,267.3,100.0,0.0,6.0,0.0,0.0,6750.0,0.0,0.0,23.08,22.72,39.28,39.96,333.3,332.25,321.83,321.25,26.17,26.14,26.05,26.21,81.15,78.79,83.05,81.52,74.21,74.18,75.32,75.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,3.0,1187.0,2.0,1.0,3.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
1955,35.2,0.0,0.03,0.08,-0.18,267.3,100.0,0.0,6.0,0.0,0.0,6751.0,0.0,0.0,23.45,23.19,39.77,40.26,333.3,332.25,321.83,321.25,26.17,26.14,26.05,26.21,81.15,78.79,83.05,81.52,74.19,74.21,75.31,75.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,3.0,1187.0,2.0,1.0,3.0,35.0,2,Kemmel straight going into Les Combes and Malmedy,1800,2740,"[1003, 1004]",1002.0,1.0,T2-4 Eau Rouge/Raidillon,Downhill high-speed left-right with compression.,930.0,1123.0,1380.0
